Installation,Installation type,Record created on,Object changed on,SPARTE_TEXT,AKLASSE,AKLASSE_TEXT,TARIFTYP,TARIFTYP_TEXT,BRANCHE,BRANCHE_TEXT,ABLEINH,ME_MA_ID,HAUS
"axkIKnVdERWiLnQscWBf+GboNNMWWzfOjjYYGYH","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A6105","DeEpQdWUluPjSlVGSbURYdHemIPUZZSEkwUPs/Z","W/DrcNGwUTseTXYTGV/XRnOAqHruwbyKIxYQYVk"
"bWXX/LxApUcJJNYtkZVSTQqfQQHbFvTvELFlQD/",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09A4011","RvFtm/PbDDdVJwZdiUxRlTBTuoty+qr/epFKjWB","pXtZchJxwm/JovVVJxYehfzotjVXsnaFeDSWBms"
"ZXoQrefVfBmUwZcQjeTrWXLzrNhrTYDSVKbXQZF","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1701","BuStMQVhzDQqWYVNWjxGSVwyKq/OiXQcdRWInKD","ODRRcZnoUHTZaPQYUtcjncQYlfTTolHIXeRbPEb"
"llzxNW/JUWf/WXUiticFEACARhBHJTlSgYBZbGd","WERK",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","DDJ 273","Sonst. erste Bearbeitung von Eisen und S","J09A5406","UllwcXXhwy/GUsiluLRyuUKkZml+XFevpX+PHF+","fhgeTx+LyyT/dSoXaScJLRNqFlwQETRZFQoRQeQ"
"KUZOyUejRBpCarV/VCUNSfLoZIDiZUUbEVrYiiP","1114",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1701","ygdSUKUSWRZZvWdMnSVSVv+Qmu/ZtugaRvSrXDt","UjWQdOpFhSwXUFSgXZVpVWLZehUpKZMjqLSFTWX"
"HfMVnvBzTTRlIMx+iCWVmMQwbCYXfjwQngY+TgQ","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1701","cHRfAPjXmGRuiOBTZNGVRxTHlRJyJgWEKfIxmRr","SLaojzJciEtWltSDGqRamZuJgQMPpVpE+SSVsSn"
"emVf+TQGpZVSTiRqdcgXVvDjFo/bZkUXJuc/kVK","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A6101","ogUcVUTgyuSFYRyXzSXKdxOomXumehnMyZXwAcK","pZCZAscJYCCDstjFsCnleTtfyZpVztKgEdnVSPj"
"WirlVXTYDUEVzfPCTzCUAgpMvtceySHdMYkZLXg","1000",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A6102","xvJHCGGvtIJzJSqDAItqhZfQRawTESwsUHUotQz","wgrBW/GpdThnOQZPWuaZIPrhTQPBZkfRLYtxoJR"
"mesRlyibdsYYoSxNTulXVZyaOCgBjjxbmgEJaNQ","GEWE",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","GGA 532","Handelsvermittlung und Großhandel ohne K","J09A6102","sfolohMXiNXYFnZWMFwdZXgeiZETXboXMyLtITZ","PJOSWtJGUhJm+uuhwjTCFAF/XrvPzUYMERdvaSC"
"gsyipYLuFQRaRyKF/YjI+nMVzns+gKvIfDiOcRg","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A6102","'+g/IuWAhVYUNT/YDqATYPShQzvQlYGujGKVjav/","DiBVXfNUjSMWMxkBrESZpgITMKIUZTUYgSGPbjP"
"W/ZmWbkQeeVUdyGeul/reQPGMsnoqWlC+bowUXM","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A6102","bPujaRVAWtaEOjrfRIhPnkiMU/+EtztTRwTUcZU","YqSVBJzSVSUGNwQxQKzpYsSBYXTGWWAAPOLQNbv"
"RILmaSLQentJeOWRVnMlIZUSPniAUXmZNmUcXcC","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A6102","fZVMWlMotOaJzIAUZIMdCHVTKWHkqQELtntnpTg","RbmUiTcyRUMfYJ/KheRKJTkQUmDZyMYLTpuykRW"
"GcAAplYqQUXszrZemCNALCCvqQYmDjSSqSitYFV","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A6103","XXeczZwiWygrkcgVLEYFSoOJQSyfWVaZkTLwMdD","oIzmOLzlpAFUObXFFWSnaFeXzr+SFpNgZMzbiir"
"okkFkTjoAbZXcSvHd+tkdYTVQYMWifHrjHsX/wO","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A6103","anfDT/NaUuQBvfIYLNerxS/cyFsu/lwmsUIhRnJ","xJkDcCtdIXNXuMYOakAGBXsRiqMBjjzil/gTjaj"
"QyrGIl/cbXvdPz/SSUHNXGVDBYT+/jERYYKQhha","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A6105","f/qENcgBe+FYHZXciNOqQetdTLktkRIGEXTVXRn","TuhWQOYjj/SKkGtcXYJuADrVsQEHTWs/HPfWVlC"
"RXPSEaLdPebOJRRwtrfTSlOOxOioNhajGFVhBAI","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1702","/Ag+vjuXMQppnhyWYVoWCWcfSVTGvSKYlrqDayA","GRJ+DhgQXmhUQWRVgLCzNTTQCRZOTPvZNYcSaTa"
"fHWHYYZoLHstZpJUQDmWdWOnWcmEdbwpbILqioD","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A6105","TzlTcwwWLIVunJGVzPQFYYqnPHmWFAEiWQquOOX","PWAfVBLnAfuKGZLTTWMTFScOVJsPJXf/XJYwPiS"
"HSvpvwwvkrlrL/TWTSUmFEvQVkuhWcTuVquMYUT",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09A4011","jdfLWVjNCtrxKOu+Z/xMaBPOcnHZVtYQaoQYHpd","QTd+cTXjOwZSwRkwQSrrjbdQlBZRSSYMdWtKkwX"
"U+dk/aZQGBKfCWnT+/QlmLTUZalYYlwVnVXTsuo","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A6105","ORgW+OsYQvGeMNlYgUWfYzWzUcrlQqJidyyUXQG","dyolYeEoFpQHYjwRCLauVH+TUaYKMWIcFaZjlWY"
"eBY+vsJXQNmpbORRTRVqSlrTXSLVbRCuoLyQoet","GEWE",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","KKA 740","Erbringung von DL überwiegend für Untern","J09A1702","AIkgLwzYqbZkjnRYfYpUbIcgyAMiOfhQ+YzYKwv","BzyREgsaRTRShQlFlWZwjXMUjvu/x+aFVbi+kPi"
"P+DaSjuFUPdURy+fsFkLSSyAYWYbQuyjQQDeyQS","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A5406","wUVQV/zdVNdOriDnYRqXuArJVFantcnWvohZsZU","TnBiZxviJWfmraAZzVVjVMrWGVgKPXvCzPazSZY"
"AVAkYGXOmaFftJy+RGMVw/ANiatLvVRblGB+rV/","ALLG",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 953","Gemeinschaftseinrichtungen in Mehrfamili","J09A5406","q+nS+yBWnDfXYftxwJZOnUDCJ+kdQUSewrNkYLx","TnBiZxviJWfmraAZzVVjVMrWGVgKPXvCzPazSZY"
"X+DTNNyQuEXVWhZjlZStrTekUwmbMRHmSzLwcHM","HAUS",2020-01-24T00:00:00,2021-10-04T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A6105","WUJuTHPNZzdhXVdWonYUzDLwSF/tWVUnXTxIrXT","EVpbBfTzQnpCgZJzvcLneWChSDRgVJN+CsdUTXK"
"oBcYXA/RwVmWnmTpITCWjjPFg+/MiQXXEyLXfAL",,2020-01-24T00:00:00,2023-01-11T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA","Private Haushalte","J09A4011","VRgOdwYg/CdwGxqVizUXZGCWVdMUlBMhIzSlKeC","JndJiurnA+BxgYQTYSROUfvkzLKZWOPlfIWcNXa"
"iNRaCwuuZXIohIQY/FRZEeJJTfcWLsebYrLAQrt","HAUS",2021-05-20T00:00:00,2025-10-31T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 952","Private Haushalte in Mehrfamilienhäusern","J09A5405","uXVTMngl+VqANtTSMbzXaSOAKV+VRYuzBDAOimu","xf/ujfZKWEDPJlZXUUZtIHGuFBTXPFWMglweiCS"
"xCGFIdXflTNXOYikQcLgDBRXODwjwRtfSm/YgMq","EINZ",2020-01-24T00:00:00,2022-08-11T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","GGA 535","Lebensmitteleinzelhandel","J09A1703","tlecNpUFsjiXElWAjYqAxaPfTXCIKaiSq+IWPAN","fQINrLiEQ/LbqXLZgdyKHbnbRnnSoSGLFylYW+Y"
"QVh+dTV+gxVSlJXjVloXbQKkRNDAfczxbzhVUpm","HAUS",2020-01-24T00:00:00,2022-10-15T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A6105","wdwtRnctQSbTWBAFrsQRWeUfQUktuyoyXndQwNO","rQIUnqtMQWlVxQdwUFiTMWn/TgoZpShIVPBDXcT"
"MbHQkAXJBeMXIlxNRUyTXvwpmmtjPQhZpSLtSNz","HAUS",2020-01-24T00:00:00,2022-08-17T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A5012","bUoHIlEfHzKrNRQHmSiVxmGbSErXJmybZGSynRW","cbdCQIkJvjUvSHCvOxjyMiNUWsQFZzVepEi/qGo"
"bE+WKUV/TcTmBZozSXrRTnuAKZVyRGzSgQdYZQT","HAUS",2020-01-24T00:00:00,2022-08-10T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1702","'+YEIpUAytpUMQGvZCnPHdNgISSITidvSRKxUUfz","ZwZYKWMgbPYzWgZuSJssCqyiOfYPQ/wUSRQTQUN"
"TXgWUXLySSr/SZtGRfVRSVohj+xsWCmpwRKOliu","BUER",2020-01-24T00:00:00,2020-12-15T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","KKA 740","Erbringung von DL überwiegend für Untern","J09A6104","JuRAeQQHAEpTswFYUXmfVjtgWX+WVplHXCChXuf","FrbeVFAXflxtzfCPtORLVcaVjSmUKWMHnDNkIFy"
"gTYFHJRfIWpbLYYugPgIBPnETPbYAQWsgcTzkLl",,2020-01-24T00:00:00,2020-08-20T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","PPA","Private Haushalte","J09A4011","gRUOLRvSYIVbQCkL/CaX/XkXVaWKZD/WVLTdTSi","pjTfVAsHeYCWZJwUQdEmkDTKqVyQYPjiY/bZGGu"
"YqTKTNhzwnMNVQMXXVTFCLkBgEGSyasawJYkerT","GEWE",2020-01-24T00:00:00,2025-11-28T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","YYX 999","vorläufig ungeklärte Zuordnung zum Kunde","J09A1701","QRsQySLeEDMqVRQiTjJSYZTlzYQlCXGXKoVFtqb","mVrO/jXRUUtvPjLlLaQdMlzWoLUQmbMTODUZCcE"
"PQkyAVWZkxMoS/icILFainHfRTKXYiSHNXGZQZG","WAEP",2025-05-07T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP3","Strom SLP Wärmepumpe getr. Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A4011","umkIAixDBZvaRyZwwQRMVgchEsMfGZbeGRrtPBx","mfXasjRUqFTPMBBJH/tQNJYRxQxUzYIhCcoVKTW"
"aNsHRgqrGLfyCJEkoenhRgMhZUUTVGTQNnqspqb","WAEP",2020-01-24T00:00:00,2025-08-05T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP3","Strom SLP Wärmepumpe getr. Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A6101","/euTVktRvi+nmHVJpZLvxRfsXZqUUgVzvtTdZqb","JTIsvCXHNHtoFYYvtieWtDXCwSitJIUFByifhtT"
"LWylqQzStCJHZtefmrVXEvFODLoRUqZUAZ+LGme","GEWE",2020-01-24T00:00:00,2022-04-14T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","GGA 535","Lebensmitteleinzelhandel","J09A6105","kTlD+HXRElRtVRvtbdsONDUhkzqLLov/VraWQUc","kZCYmKPAYSWUAXjVXYYEQUQQpal+GalVmy/ffYk"
"xRGmkStWqBMFMFfEVRgWDTWLRTVuPcMOccEgNWZ","WAEP",2020-01-24T00:00:00,2022-06-22T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP3","Strom SLP Wärmepumpe getr. Messung","PPA","Private Haushalte","J09A4011","sZVKXoYoIVLqUcdPTfQQFJGzKVOerWKnWqexQNH","VYQYWJ/p+lIbPmdSmgAMAXBCMwfRHUuctxcQrdU"
"KcLYyisKbsyTWeZAtmviBVVdSKY+WtqVfDRDbUU","WAEP",2022-07-19T00:00:00,2022-09-26T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP3","Strom SLP Wärmepumpe getr. Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1702","hmkYTnYcPSzHSJEhStSBvkTwphmbWOMwiDJZfQS","CYUFbJIonrlCUaqTmQVTWkTDQOPLFlytYOYLIqo"
"QtWVRpflPL+irniRv++VTSZsozWoFYhaYjeZV+p","HAUS",2022-09-29T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1702","XSixzcRUGxQLloHTDRcdJBvcjwUjhodyZXMkvXs","TdoVE+f+IxYLUDKDSDjAiZHWQ+giwtCdpXwDixV"
"FWUsTuYhjsXeKhpdZQZHEkGztFIEpeQrwRbPphY","HAUS",2022-09-29T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1702","YdKZYSSeSVbGEbvylqGjMIQTREkDbWySSioGSvq","TdoVE+f+IxYLUDKDSDjAiZHWQ+giwtCdpXwDixV"
"SQLFYeRWGIfIhjlWFZrkKZtT/PVOZoXQzvYZCYR","HAUS",2022-09-29T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1702","WxrFDvQIbUZTtYEk/nkUYRUHXSfbgPLzJpCXEEx","TdoVE+f+IxYLUDKDSDjAiZHWQ+giwtCdpXwDixV"
"VoXpRRByvMktWFVZmlXaoVyXdRNcWjpuLtVJUgz","HAUS",2020-01-24T00:00:00,2023-02-09T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A5405","zeZFUSKeJwRwqeZXqZVNUVyLVlxuHYQew+/XYiz","VWyQvoEbGWJWThXLIxNYZcE+PBUGbWrWSWWhLFn"
"yVUrZfnOW/ZEeYFzbuacRms+XBnCRJEYobDwjAj","HAUS",2020-01-24T00:00:00,2021-09-16T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1701","kWZUrdqKWQYLakGJYYtFeAknIyHxVUjieZGzQLB","hLeSRIotzyvLsQfHLfYUfxFywTSQiMrFFWlFFxk"
"DGIWYypVswfvZEQQRkmBRKiJRowM/UEDZHWAxTd",,2020-01-24T00:00:00,2021-09-16T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09A4011","UTVKCTDwOiLcGUwUDDPh/kRcZsYmLmuGWEvmLXL","cdrYWqmG+LwRmDdsywiKySDFqXfBWncRRD/aPdU"
"N+QjhWOtSNfInTSz/rupStPVmEiSQWAILtoyVEJ","HAUS",2023-01-04T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 952","Private Haushalte in Mehrfamilienhäusern","J09A1704","OtecFq+sZYV/UojPsVKUBoqABuGduAmJLWZXtyg","SxRnWYoaps+LyHxWX+SQCsMyzgkMfbXPEeRNWhk"
"kjcRAtDDBgeYqUYgWSsRSXlUxmwXaDlYUOtihQK","HAUS",2023-01-04T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 952","Private Haushalte in Mehrfamilienhäusern","J09A1704","GthTbHIbQDKfFtniUPLRVVIrsaeXuA+zDCWVdbg","SxRnWYoaps+LyHxWX+SQCsMyzgkMfbXPEeRNWhk"
"cTcCObHNX/KBOYvKMhenTTLPWsuEu/ctWTlRvTN","GEWE",2020-01-24T00:00:00,2025-11-10T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","OOA 935","Ehevermittlung; Sonst. DL","J09A1701","mMZPhnwRJoCrzQuZEoDVeRdudTVQpnKkAhuRGLI","LBtZBjzpIfTQGUQHyiyWgXLSVIKngb+XkglwlTT"
"nlIZYSqvIuWpShXUmlvTGdopCaaLpDi/elWNTOJ","HAUS",2020-01-24T00:00:00,2020-11-04T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A5406","SrrAaqbxdYyXRKYHdjSASyauDjUAPTmTzTjUTSj","mgQSuDTWgBojEf+SQmnhtkVYYWgcbaKSRVQScXA"
"pZGgOVpTfIqUGRYlWYJWtkJpUyzXPyXWXVHRUWR","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1701","HbqMKYqxXCuXSUrVrccjVmLAIiYBCiHfmXyE+bw","TToseZSR/gRnrLAvhixREHteaReG/PmBgxjvWST"
"dfaNbTkySlXnZorModnPWSjCMTRfTShP+zlbzxZ","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","GGA 500","(= 501 - 504) Kraftfahrzeughandel; Insta","J09A1701","UberkDaDyBDdPMReUWQmtidpGmCThn/CVKVCxhs","nsbaHQ+LiPOnTGjZsHQtJoArY+keUSZNwvusXms"
"RxJITWQomWCDLjSlSrKBJi+xUYgWVkAhthVTkJS","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A5401","ZzVAGTyqQzxHbyZSYwXnRLvnQLwVQbmXwnayRjW","XODYVeTPdwhHQrctlxBfSIVEakEVtCgRFlWZ+iP"
"bpDtWRXfx/kMkAVQPjZYXYzlbVRQODMTZkVMueY","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A5011","fHVvlZfXhzmCcZaUbDQVwpuS/GpuWbIaebsTZQJ","bcGUVUVQDfRfneYM+sbCyIcGyZpMJXlKusUWXHz"
"UghwaAzSKRuASeJFtSvXlbhAsUoPPVJSxpIWONy","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A5402","WKHDxaxdEUlUnD//hrYJnNWASi/nSgCtqQX/cDS","pDQsSnFqqDaMIB/YbaEitSTALmjFkvNNsmPQvyI"
"xwzPreQWQReXEeDXnQkvyAJopbrhCDYHafVG+Xw",,2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","PPA","Private Haushalte","J09A4011","BZOXPokXVRAhhNqkBNFAvjTUbsULV/RUDGcmgJq","uTsYYZnEkUQLGvMfkESmzKGNQYBZhZsDLvlXhMj"
"QURoTxsVHKQDXdbRVi/FdwOfXXvZlR/XwJxGTBM","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1704","vQxXttkkqsTUnXKokwNuqkgPsStRqVGlPxCwFOu","AcAjFlhgOTNWnbVXMMYsbpMmXSQthGTujR+cf+c"
"TFPSFyVqYRrcAoRSWiSvIuKeGVXxCtRnCaFOKCN","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 959","Werksangehörige","J09A1704","FVyBTOzZjcXQqjPaRrvhAWQ/HSBUqbsicHdgYUQ","zeVQSzbhRkycWX+lZfWCKSn+KSjbpfZQglEUnSP"
"UiSctWGtZPUlCRpBMdUYbiFapRYuqFXTEMTtSsa","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A5016","cHkQyIbdzJdOozTYUjqI+MWxqvifxePJxsUfMVt","e+pwcXW+mqvBFYUhxlXKZXpQWqlRUJvmSQPiYHl"
"BHZaQkYUrSRpUfGtSSXMgOLJpBWlpQSRSYQrNuV","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A5017","ZgSgIfIWpeBSlXZNsdUwMfQkXuZWVVhRCJxKAVN","AJwVXHNEVRPS+FaTYOshyAZQEqWXBfCEVJtbQSZ"
"M+ymCPDWKbWGWkquvTazSYZUZUGpfhSCHoGCJRb","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A5405","aKTVQBSDgCJFfAtXub/TtsTgSxlRaZUPwMYNJtM","SSiMVIdWdXKZSrmMmhrTyYIMDTwMwMUIWUtZULw"
"LSyVpuTvSShJRziAUZWmTbZokxNuX/+hTGKrXXM","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1702","edAGyXarIHAnhTbndLeJwqsRxAWxZoNNHZcYCSE","pmvtJrxLBYJkRZQoGVipGHmSApWKhvsWrFgoMhd"
"IRCTSyYPSpMRVjmQblnxCxawAwZHCrIpixlzosD","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A5016","OYWOXkpfNiKSVYVknkZKhKVGFon/QPOdaWyGwbw","e+pwcXW+mqvBFYUhxlXKZXpQWqlRUJvmSQPiYHl"
