Installation,Installation type,Record created on,Object changed on,SPARTE_TEXT,AKLASSE,AKLASSE_TEXT,TARIFTYP,TARIFTYP_TEXT,BRANCHE,BRANCHE_TEXT,ABLEINH,ME_MA_ID,HAUS
"llcHYVaTNBSlXMJbvgSxtYKZlwTcDMZAsKVdhXy","HAUS",2020-01-24T00:00:00,2020-11-24T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1531","qBUTYvZwBNbjUTtzSRggTLYgLsbAMXcYUtTBoQM","/bXiauzpDhTLkULZxZPmYNClFgSjygLZsLBbyqi"
"QZOsoCyCBbZeGMGBwRVYzfwgJDTDgYdbOhpmRvS","HAUS",2020-01-24T00:00:00,2022-04-11T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6253","aXxzHTOQbFjYMSFFQvEZVFSGW++X+uVBgWBroZC","KQndSNVTZjkP+WTSgazBXfaZDRiTcHRJQBWtzLS"
"wSdWwMuSdFWWTTSSNcL/DRJXuYScTiWrUzPZXhc","HAUS",2020-01-24T00:00:00,2021-10-11T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6206","bYUixlKC+VCfjZbeXQabROHyerXZxwKETjRXBhw","fihNQHnNVXyZZPuDCtWB/eJmSMXfdgQSKcJujVg"
"qnXzBJAsJVjefvYXyAqJfmsWaZRNwCkAfaVlsNM","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1521","XMzTbCoWYCHQBYVaPTEjIU+tRvIWkIKYClqcmkI","/MVcRZzDQwWYFSzeUCDlUFxwgmu+RDBkbs+xTUC"
"SpFYPYjCURVTzGREXMSyVisNQPqDlbrvmUXlhpO",,2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA","Private Haushalte","J09B4011","ZDRHjHSxeUcvnIgRA/TERVXJVRShyHTpqjyuARf","WmqGlXXUTXuUhWygxQkPqX+YTlhZuIOfHuSXoH+"
"M+fNqACSMlAlqBWzFZHZE/ioPXWKDXkGJMMDFEX","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1701","FBljLxLsKZiVZQzXQojPXYMatiRkZZmfcVZslyA","fhMAIgDXeOiRXhJSCLXTOReiGTbWQSZUPXfsV/I"
"TmbEEvKVfRyOlUXOwUWXCThmuYRIR/QSlDrJffU","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1701","vVhjAtgidpSSvYxTyvTXyarIYZbcNRQJZZmXWWG","GUQTYJvYAZsHwtXVKylAAcNYZPM+rBbhVaMZvYW"
"YToaDzRPQhvzMPSQVGwcZXCqkrSzrdoSnssWpff","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6251","RVGiuaiDwVXNCAGZaiRBdbZxeLYlHTSkmBQcxSx","ENYuICyh+FiSVUqNouKUY+QGVoQJYJqVBTbRhZK"
"SpcHomaSoZbTlGPPRbTLsaplFSWyRSdMOsqJYgN","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","YYX 999","vorläufig ungeklärte Zuordnung zum Kunde","J09B1701","IyrbXLUomUpPLCfLYldDzudymkHZdoLFTOCuFJU","nHJJyQRVHVMWKufsVWXddURrosKWwdQbdCMlyVR"
"LcQn/iP+AQCTgSCkz/ynHWuAvnnTbTYYPBtVUUU","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1701","zauMPQZcUcjRHfIJX/tBdkBQGmAVZAyYUxrhUyg","VZkPBXLpYAVgOeLMRhMFn/kIWEqbSfg+ulYbKRa"
"KI+QPwHnqtQQUsMaVHavrP//vXcRhWyGCZclQKa","HAUS",2020-01-24T00:00:00,2022-12-08T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 952","Private Haushalte in Mehrfamilienhäusern","J09B1701","xVAjDwifuqVZWMiDLVhWntOUkzBpXigGQXehRpY","vwgKsHTqpbQroRXgjTikWMzeWMTRgeOdDDS+MSn"
"cFGhWhJBdnuuuFeoXUSQrYIdgvDTnEqqfhWMDta",,2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA","Private Haushalte","J09B4011","SYmbUWvTTtU+RVhQBNVZuwIgWAVAZKIrIyMVdTz","SmxCAKFSiCIWHFRSYvotZsqeWjhUsb+sSQREhYq"
"uRTJQ+WKWSvUlnYTqGfR/nmTCXmnZt/+AlKBWTk","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1701","TxQoQkZEugGVPKpyn+IVizgstNwgrYyFPYl/JYL","koXwxYfTRKwEEkIHfUIoUye/ZTPYXKXXlVMchXd"
"bNjUTrMaPYq/vSHCYTypxqfcliXiZQzXruYVJdZ","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6205","frmAfilvOKrVQVVUwRoWVVeKrNXdyydKYfsdGlH","PdvQBrRZeSsfDnzJRkWUXnY+xUDZq+dYOyWRSnR"
"ZgicGTz/KYAHmqaLaIMKKQUbMjkRpEQYER+cJ/U","HAUS",2020-01-24T00:00:00,2022-03-14T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09B4011","fWwQURHqPaaWVodtTRXPbrXpoipbmXaQRXyERX+","EGUs+zxWcRgdCRNWZccmRZ+ZcmNH/GgdXZyUbNg"
"zTjy+U++XhQllVnTOuWrKUTXenQAZyZTEmwgKYR","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1701","yIIK/cpSSHfQrSZWWYpZXeL/AhcGTScwGEvSnGC","LoZMhWKJaUIUTeDRWdN/WYXRneSTUBSnTYYJVIp"
"VXwVyQmMQEaRETocVRyeVyebTRtoIbUWaZZfQFO","HAUS",2023-01-26T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6504","DdZOXBXpnOgdFILVZcPEzYZWuNvKuRAYCNxQrKi","yGdSsCMdUwfSVfSceNizAHR/ZZvVFgVt/vhHYVk"
"WTTBTdFBpMtiWRYTyzzZxCJHVNayobTRUHEDoNd","HAUS",2023-12-07T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 952","Private Haushalte in Mehrfamilienhäusern","J09B1541","LrjdYervKyWZLBehRTuVzzAOWGWHeYpFeReAtKQ","crMFRJnCAEccDhaCh+GTlSYER/kp/gxifHTojyo"
"qJRzuQknXWuOYDFdVQlYZgiGNZDVUItyUWfGqxL","HAUS",2020-01-24T00:00:00,2020-08-04T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1701","gwSDIAQjfeZSzXgT+HGdS+oRUdEvVMkFuiJVQqF","LoZMhWKJaUIUTeDRWdN/WYXRneSTUBSnTYYJVIp"
"tfroSKUpWgP/TGQXh+uVZzOdWXtNjOnLHSgMQYv","LAND",2020-01-24T00:00:00,2022-11-21T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","AAA 013","Gemischte Landwirtschaft","J09B5434","tESlXEIqBpQJShPPZLkFpNvaumXSTqQuoTmOgYo","vKSyQiqYpOz/AOGWOzPTmUhxRtPEvZgBKXGfMUh"
"XUgoqSRWRWGdeQp+iUTBYcIXCTLPZWACoRUI+RB","WAEP",2020-01-24T00:00:00,2022-06-29T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP3","Strom SLP Wärmepumpe getr. Messung","PPA","Private Haushalte","J09B4011","mYAcXLDpbYsceVnWsUrbICNqnFUy+AZUFZYIStD","LbdXJigSR+pOkUhfut/t+RrmBW+XASbRgBPRcsR"
"rLDBUwcPeWbQWgwSRQYibHSQoOLsuuSGGhSGQwM","HAUS",2022-04-05T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B4011","YVUkmqVBjXZKVuRUKGtkhQAuWkLQYObHWuXHrTO","nWBIMhohP+ZqFXRZz/JVdqxamrUXTVyAsRb+GIx"
"Tl+iKUWVRCyJuWcTtwTBzoNbJTQDDyie+PUStuW","HAUS",2025-02-17T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6204","oZ/YrWugWpHIUdBXYJADVTyNnS/RhAPlXBAtgwQ","LbuRRTWcubfWfRGCBVO/QAxUerhHHLuWtTXSgVN"
"ERCfRovlvDWLAsvsCgTiNVZCGVrxlVkixMePYZI","GEWE",2025-05-21T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","YYX 999","vorläufig ungeklärte Zuordnung zum Kunde","J09B6201","lSFLGgHhgHLTYNWXUrE/qGhzRjbHXWCIiqDSaDw","fQcUjBtZgJogBJdBVZXRVILmQLbeZAXvWjdx+Em"
"CxoeuoNgCQTVtQZuJFOeQXkuObRDNRXUWQZMgi/","GEWE",2025-05-21T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","YYX 999","vorläufig ungeklärte Zuordnung zum Kunde","J09B6201","NqSXqYlJTeaTJPXDkYZpRwpyElEYVEvvSqWVBxT","fQcUjBtZgJogBJdBVZXRVILmQLbeZAXvWjdx+Em"
"IUUQnoXyhZgSkRsAodZwnVkRexOjUrHtDSgOwTc","GEWE",2025-05-21T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","YYX 999","vorläufig ungeklärte Zuordnung zum Kunde","J09B6201","NnNj/omRqWQYhXUxGkGXzGXyYdRpxfwQHeZbVYp","fQcUjBtZgJogBJdBVZXRVILmQLbeZAXvWjdx+Em"
"AUlNi+kXlYfainYXrWXAURZWVRUYcTuK+jVCVLo","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6204","DHupYGTHVZQActdPMuBRF/TJyQqjHdZOhfQIwxY","QdmTKIZYfOewgWDjWeVfIWxwGSXS+zXZuIWlUIH"
"JVvgFzbFiQqhZFYA/ERbkZZFCVNRdcoqEtsMRTM","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1612","RPrqfXLUSglQUtyyKGKSXMIXzGAxXq/+t+RUmYK","zOWfBRZ+zRIWlezfpdNZTKSnmpqSfZOBTd+TQnL"
"IXtBiVNUjGfoXqfcBEjduTKZSERhDYyUZGiHtSn","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6205","yGdPhTJOnvYfuVw+/oLOXLbiztelZKrmoUZ/zoD","pDpjQYIjZdHLXQADBJTLCubPkXmur+mTXcTLTlr"
"TpZHRTssHwI/dnXmjPfYkhhxSTxdyKNeChwYSBA","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6505","/NbhFgxVYZORYUsvPSGEUEDBWlpBDodUbmjZFDJ","UxhxoERHSIZIZYhsmXkIgxERMUFFpiUOYBmegZQ"
"znBQwlHmsvPEmmfUVYVlVV+RSmHZWnXKYYAXicC","APOT",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","GGA 539","Sonst. Einzelhandel, Reparatur von Gebra","J09B6501","ShSQHawAsLZZwhpZUuPQkQHrYfZPLrWeOnQwS/P","xSPOTavQsDcDqvrSnXF/CRpSooCXHPXTGRateYm"
"Y/ZaJyeyAzLcbQZtAvFdVUZtlTfyOcgdNpIVvTS","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1612","dOlXpCIwkDXJBv+KuvSZoeQ+KqYDdYkvyNmIXcR","mYHtfmrhkaurHIBTLWKs/wqcIkqzETYYHQmGmB+"
"MzpsSSVXNQOQDQpNrQNtbMUgoUJPfkRdWYOoEpe","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6251","ho/kqQxq/nV+YuMORTYFRUIgkDTRqnTWWQJis+g","QUXBGZpUX+KrcxPizSBjVAjdcQlVCvOHqsASaLG"
"RVYWFnVwBopNRcgYmtsJewSXBjstXZAWYBTsKxk","1030",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6505","JQrhBMUYpOUdQGtYQAkstwyaEgeDxrKbXNBRCYJ","ZEMXXy/Mm/TXBODOJITfgHSCHXMHf/kcZCyySVh"
"enJEUjKigSWLbKTdYaGIkSy+fFRYSQTWDXYSqoR","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1612","atUgLlTyNTpLWT/CVrVbGaTVlxjGUbXQKGdbNPh","PAQqVYSpQPTbTQsUVEXQUeRorlFByHr/pxYX/Yn"
"ADyEXLYTxwfbVkkUZSGBaXGpoMPXTJQUZXUEFLC","1114",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6206","yPzmMwRoSmX+VSmRVgoAewHMSueoiwBgLKkmQPZ","RWNQwnWwWefwxZTSSFxgjKhtQmTTMThaljqgHOg"
"yRzjzoAibQdqSLyloLtUNBsRRnYcYv+pduNVuYs","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1612","UZwqWsHtbTBxZjVJzsXuPTRUR+OdiIIJQQiTjxv","TvupeBaORXVZXMWOHcBrdNcmNUuYo/WTQWLgk+M"
"auehULT/WNWeYzwEGxScZTnIk+SsEURLS+qcYH+","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6206","eoYHOi//kblImSURBHLXajwGqHxzYFRehFuLSzK","O/DmRfXmfSJ+XGVnvtZBO/yzuvoURxHcvLkNWWQ"
"UTfYUozXEXJLy/blVEURXieftabvQYrAZ+yZTYZ","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1612","'+TbZVoKTnoQdhrHAvUb/TIyBQA+YQdVFsMaZfIy","KmQAMUKKxWvRBdGTepVSQWpYOUWzvnVBYAvRTQA"
"mKizVYRRY+BQWuRPyoNuyZCxlQFidYaoERnFBPK","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1612","TwQURSfpqEzgCRgloWXRYOHRrRClfwOQgbgGOnO","/UAYhHzLA/QwuQWkxRZQTVWbIrjtGSyHYi+louk"
"DygUZutLTiaTrDDYUgsZWmGP/RAyAwYCJtbZkqH","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6505","WyKnBF++lBmGXhHmZaDVvSTUyOGLSreErK+kZxd","KgHjXzsWNEVX/EZbWcQUbAYwVSxsWPSLF/PVW+A"
"dQVQaQSQLsSRSNWHRzhlCxq+fMbOoy/SINjFTAW","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1612","boTgJYn/PNqbUtqcaRZf+cTRtzboRRWhmjEzSAu","IeauNTeEmPVgpDEewAWoZObUIDMcoYBYQcoToRf"
"SdHFcpEoXQq/aWUNWvNPRkVQEOmhUCkfhsIcOha","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6505","qJwWEEbzMSWUZzUiLmGptXSmqhpxXhFQUSPeUMO","YwFwbHKjqdAXqqyPyIEyoiPnffVTXkZVFQeWTlY"
"LWTkTOcGyjkVZnXVllexuvgmRPAj+QnXvTSOOyP","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1612","SWQPtHLKyIOuDWSMRvtrqHwSphCYyGjkNAYJCeT","bVAexRUddkVXJ+imRSZbi+r+SVbHIVuYgLrEFUI"
"eJetYt+rHFRBvFyMLEJFVTzUev+gNvGCxDzRZx/","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6505","blBpWOCrrzvFSoWxhRhtreHphYtflRTMWyijpKi","ErBLYsjDnvVks+nEmfvfkvVRUjpJVTlpSYtPmHk"
"g+byxvIoVZMjGRFkZ/fKXR/LsSKHfAdLIKVRSUf","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6253","KHIZZdgDPhDKUMudlTYsjhSyOFWluSPaxXQMRkE","rsfTgaWZtTMZueBecsQtodYOUjdZonWIELKdATR"
"vRXjEeYaaIYfvXZ+RRbXxhOWTZDgqZUFgUQRNtU","GEWE",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","DDJ 286","H. von Schneidwaren, Werkzeugen, Schlöss","J09B6251","skSMtqwHRZXYCnWRWbODeuFIdyvKYVflR/SJmTY","rXNWROlDmmMOFdbQjLscWllmOSwApHUeaA/ddBK"
"EueCgyUpIOXXoryPWQsFnQYaSCXHvbvSZUZBMSg","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6251","CSFvsqUw+DCacznWRyZRRpZkYkCWIGQPuRtRWyJ","BTMikWUJVbvFS/TS+iTxdjhOXwylRSVyVoYMSVp"
"iRZyMDAEgXyaaJL/CQtdSYpDVrBMylmVGfonwLw","GEWE",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","YYX 998","Leerstehende Gewerberäume","J09B6504","RD+MDyMrXTDaVYpVzTYRSRziXHMwOindVcvTGAV","NMsfIUhPlopVp/ZtdFhHkRZxooXudZx+QZGzVBu"
"loQOtTXAMBRYlQDaCnZGWYRpjSfaSRGxpSSSWXA","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1612","yYyd/nndKYaJeQAtpZj+eHyXZQIWyKrBGEicYkL","yUy/VBIGD+MjJ+wKYMayqUVhluqRqHdULkUDWaw"
"WbxEiXzDLrzMOYNcXeKFsBpLKjozOdXQiWwtidj","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1612","Xi+YCZmGYekhyURSSwMZcVsvtMYuXVxIZipVbIh","QOWCYwoQTs/EvbLIoXUuGLJjRTzGKU+RWrRLwoW"
"oeQapevQVRMZoGDuqRMQyucgWGnZDjSRGBlwwSi","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6505","mWgCXSpzHueGFQWlhtQRRCq+noZWzjrNmPjpkWA","TcYjzZqUScrd/klbRMXMaPSHViJyuvVMUTKWMwx"
"VOYTypEeltbLzXkewPDQjWoOFPgYWWUUGpYJQTk","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1612","yG+LWRYUUVKajmS/RubmaODMrQWAWIiGZH+w+aX","yUy/VBIGD+MjJ+wKYMayqUVhluqRqHdULkUDWaw"
"vnWchfSVyRHlDjTAHSqSqXbOlVq/XgWxqiCQbEQ","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6253","YhqlCgX+haLEVOVFWZhNPLfzyMmAhEZVYQdDWDb","TgQsKWOxQpKxRMtybEzOsziZrkdJzNQMgxj/gVo"
"wZuREAVCacYYsrdPKZ+xaOZvVmAA/xQMkJvQVIH","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1612","fUckBAIXzGQKJhgS+Jhtd/PbTkWXjIHFSZdTxGQ","yUy/VBIGD+MjJ+wKYMayqUVhluqRqHdULkUDWaw"
"SSTixLebPlJsLNVpZxQSRtqHiICk+PMZJaKbQWQ",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09B4011","jvvWAIgaYitFVKzPRWLUCxuHeUDWiUyogGEYqRv","JEday+qsmvkWZoGmg+HXqonxcRRoCPTpVPbVgDX"
"BdgTiyOdTrKGUXZWIadRWJTIgRqGJRXpxlQYNz/","ALLG",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09B4011","YshzEdiDSWHcwd/XdTHmJWWmTaZAxZRfKAinWYq","qoVwXhYmfanXpzrOPMBrZSTOTjVIvRfssYcgLie"
"smsmDkEORXZKaJYJlokQSxbVkZKVYLCVLjngouq","GEWE",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","YYX 998","Leerstehende Gewerberäume","J09B6252","fXNQqRokEDySQiYaUkrKYFfVsZgpxYdjDWurUSl","TSIeSOTxWaXVZxfwYZzmpchCnxXspmEuCNZZYvb"
"UWCRjQQzRthwxgeEW/VTRkPUWIDrrImzkYbaFjT","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1701","rdudZXUPCyFM+/dAZSqdXIaQPDZSHjrczjrjCEl","RgRlvzsRLTzZtNbVXLDjqyxKwmZMDrYgT+cZoRC"
"'+D/lLy/vGZvGbQV/dvoXEFZXrVHQzRPWaIOU/gR","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6251","uogutqZNVHz+/nSyHpQYU/MNZgWCHflGut+Ridy","JLATmYtMXHuZePHcdLYVzFvnVQaTmSKiLFRmIdX"
"OQRVhXyzoRIdfYnJYqbafHXDWosSWtYWdWaoNUf","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1701","WIAaLLuKUlNw+BcdsGQXBkPqGPXTRwUNiZHTGpo","XVTeHXKmWHZstdMmiHxufzHoEjYsrIfDHtAPeVR"
