Meter Reading (MR) Doc. No.,Installation,Meter Reading reason,MR Reason - Text,Scheduled MR Date,Meter Reading unit,Meter Reading (MR) Doc. No.
"xqVxyHJEVrUbxdOqTXhbcaJcKUHSWWfZ/b/jmCO","X+DTNNyQuEXVWhZjlZStrTekUwmbMRHmSzLwcHM","01","Turnusablesung",2025-09-01T00:00:00,"J09A6105","00000000000011587567"
"tbYTPHxyShpIjRaoYsYNLMjXWklIeXBysyrNRSY","VMTaRDApdg+doUydgIMyqXqOvKgkQzY/tGYQtWm","01","Turnusablesung",2025-09-01T00:00:00,"J09A6105","00000000000011587575"
"TbCGStQTFzvrHV+WZUEQxUySIdNlWmhycQjCkUU","mVzRkEERCKHoRToYdjMMIuGukEXwGaXCbHGRaht","01","Turnusablesung",2025-09-01T00:00:00,"J09A6105","00000000000011587583"
"yTuaBUsRaQgUnWkVyENnMDXucrRQSZZIThQSvph","mVzRkEERCKHoRToYdjMMIuGukEXwGaXCbHGRaht","01","Turnusablesung",2025-09-01T00:00:00,"J09A6105","00000000000011587584"
"YRWtvDtLFSHUNcH+TSVxXQyRBUCJIYGI/uWTyGI","cJxWXTVztRbTTQvWarapWwWNYPWxbYW+EAahpOt","01","Turnusablesung",2025-09-01T00:00:00,"J09A6105","00000000000011587592"
"WZVGpnZzdSwCywbLfyPQrKiMxsQVmNRrtUSJWLe","iffkWMYOfy/srdXysKjWytQcLXqLzMLDezheGMg","01","Turnusablesung",2025-09-01T00:00:00,"J09A6105","00000000000011587594"
"IGEOYsrbTjmqwhwSrtUYQwQWqYiuhsSCmsyBIFY","t+MmOiYFTbqdZuXIDhcLaJfDFRWPltLYbEKLJTU","01","Turnusablesung",2025-09-01T00:00:00,"J09A6105","00000000000011587603"
"PVNgTUHzhQaeCugsTLtGpwCEjDaI+lwYZSdmfFH","ZlHNDqYkVOSshQQTYLCUpNTiFzuYUYRVBTgZCRg","01","Turnusablesung",2025-09-01T00:00:00,"J09A6105","00000000000011587606"
"tfQtkFQf+gVOcVvbYYrsCrpgyHv+UgWNphuYxtQ","ZlHNDqYkVOSshQQTYLCUpNTiFzuYUYRVBTgZCRg","01","Turnusablesung",2025-09-01T00:00:00,"J09A6105","00000000000011587607"
"gPEODZCqZeYkMBMzIfsEkRiaKpVcsUjhaSKFpb+","NQWXUARAjRRUPZNTOOVUjDnUSYW+XvPoDYceOHR","01","Turnusablesung",2025-09-01T00:00:00,"J09A6105","00000000000011587608"
"xbudCXXfYJQVMEGVgeGdqnYgQUtjD/SWJBhJpPY","USRSNQmLJq/ZcCOZHutaangBvWYIzJNYAhuyIdY","01","Turnusablesung",2023-09-01T00:00:00,"J09A6104","00000000000011270618"
"MvUtKPtptNNTTBUtTmVdUIQgPZWWZXBKRA/LKwh","XUWANCxUnCW/oWIQUZVaVCxT/MdfVKUZKesQQTv","01","Turnusablesung",2020-09-01T00:00:00,"J09A5016","00000000000002315790"
"NUUkWpQ+lwvPbSP/Ua/RZWPwtDOMSxXUXZoYeYR","l/cvEHWtXZTwzOQKlOdAY+COUrPnsoBICKjfHac","01","Turnusablesung",2020-09-01T00:00:00,"J09A5401","00000000000002316663"
"MYdISvwWCWlPzseFqWtmfQmjDAfxAHcDDHqndUU","RTuTUJYJSYBiZzQhBSIYWzdVEuhwYSYYWPGuvWT","01","Turnusablesung",2020-09-01T00:00:00,"J09A5401","00000000000002316671"
"gVAosfYgY+ETqSodoGTgBDFtaSSqoPQbUi+gKWJ","zjSWVHuShWSmjQKPQwLHXmIQdEXTQUSZUuASbH+","01","Turnusablesung",2020-09-01T00:00:00,"J09A1704","00000000000002299520"
"npRZZxpyoTMHRQQyzYNcPVXjtdRwEwrYXrTPqSE","pajyZXUuPZTiKpNwEdDZqAokfxZQQPgrwkrBrRK","01","Turnusablesung",2020-09-01T00:00:00,"J09A1704","00000000000002307642"
"mqzwwhxPZZeYmGyVJVEBYPdrqWimE/ORYlEsP/u","/BW/hoIVahuVlISbkxkuJhLVTSyKZSbzSGKWxfX","01","Turnusablesung",2020-09-01T00:00:00,"J09A1704","00000000000002307691"
"YGnnaXUM/tTTTYNfHzptpDdEUJmxYpAxSUsVBsj","QdvQZdckgJCIQVayGXZIRqDRNPpKX+GkfSNpcoN","01","Turnusablesung",2021-09-01T00:00:00,"J09A5406","00000000000003965331"
"PuRItfVYSdTlZiarJEdHTYNNoqoGFdPzSLkWGsY","BmQXvUeWOTBMr+xoBnFPJVecgkHehmrzVtBcmoZ","01","Turnusablesung",2021-09-01T00:00:00,"J09A5406","00000000000003965351"
"lTyvzktfrSwWRuZpsklLskSXCMu/nvRCXDRlYXP","WYdJhjGzg/wEdSRqZVoiYXlZoSXjTlavSLXZNsZ","01","Turnusablesung",2021-09-01T00:00:00,"J09A5406","00000000000003965355"
"iuXryKHmLZdSAXAmcf/fQTvwWUgt+GyjhrxQMod","FBrKkbnZdXsOVpMpQxSALnCYzjaWZzG/fBRTbiV","01","Turnusablesung",2020-09-01T00:00:00,"J09A4011","00000000000002309507"
"SfrMGsMHllECwiQJgYt+iYUU/MGiIVobAugeoVW","jpDCYXFIfnbHCVKWfAVbOYT+GIUifBrTXtRUgUh","01","Turnusablesung",2020-09-01T00:00:00,"J09A4011","00000000000002309554"
"UTAYBWauaXgCtALiWunrcq+IH+OVNjQAmPTeWdj","jpDCYXFIfnbHCVKWfAVbOYT+GIUifBrTXtRUgUh","01","Turnusablesung",2020-09-01T00:00:00,"J09A4011","00000000000002309555"
"EyWJkvTOG+VtRCpJfukLBXqSx+mXq+YpSVjmu/c","wkTVU+ITcbRaQWZoOwJZDwEXZUhxj+pnkSzOCOi","01","Turnusablesung",2020-09-01T00:00:00,"J09A4011","00000000000002309605"
"KvXpAIEWaJiVGwsKRWOsVbTkGT+yPCVttPQweVg","rFwLvRtzzUZUEWSsdjAvENZZgECQAiwTdRQAVSZ","01","Turnusablesung",2020-09-01T00:00:00,"J09A4011","00000000000002309644"
"uZaZqVUWZeq/vsMUwlKjeYuhuKhzZRHsSUSJeTx","'+kglQO/AHXLeWbXTUenlQQSUQxLJBnclYVcOUF/","01","Turnusablesung",2020-09-01T00:00:00,"J09A4011","00000000000002309657"
"FdTcDngUWFRirlFtqTaTLYAJaTuzwWidTtUYOVn","GPBCAhNTYdYUnMWIYJrRURUiIHASJzSwu/QEryD","01","Turnusablesung",2022-04-30T00:00:00,"J09A5011","00000000000005158651"
"VLSUOBZmMUoRFTKQNznJIcfPyYlKjlYTGKvWuWU","GPBCAhNTYdYUnMWIYJrRURUiIHASJzSwu/QEryD","01","Turnusablesung",2022-04-30T00:00:00,"J09A5011","00000000000005158652"
"BNBjntVPwkZPUDUEjKIZlfyYdYSXWURTcbCjwZk","GPBCAhNTYdYUnMWIYJrRURUiIHASJzSwu/QEryD","01","Turnusablesung",2022-04-30T00:00:00,"J09A5011","00000000000005158653"
"UZm+RojCmztYQUfKSPdmvwskXlmNiRvxbNzmJTZ","FuNWyAmZQnNYMnAtKiQQtRSiMi/ZJqZELAHbAze","01","Turnusablesung",2021-09-01T00:00:00,"J09A5015","00000000000003962387"
"GZPTVJXuIhyVLXxBCTcYIRVWDJbRZBdUZJWSkWm","mZgUrlbPbMWDyEKNDTHrzSsRvtvLBlUTQCV/Q/u","01","Turnusablesung",2021-09-01T00:00:00,"J09A5402","00000000000003963876"
"StUXpjBS/kAjNcTYYVhEEBAT/GbwhZZpmku+dvY","hJtkRjFzQSpKWTNTwDUxPtjHRVqDXEXWRpkFckU","01","Turnusablesung",2021-09-01T00:00:00,"J09A5402","00000000000003963914"
"GSLeEqPplsSSvVXaS+ZWQHEZuoSXNbfVKWRdWsu","OUZwcTZJgPjayMVVRMktpbupRGQFZTUpjfODntz","01","Turnusablesung",2021-09-01T00:00:00,"J09A5402","00000000000003963922"
"UCTVtSvrOqLaViccRRMRXhBNRs/gUKpzWzIrDiw","XcjmLOYSPIqRtnBQdW+kXjKIYoiWC+qtdezvsPT","01","Turnusablesung",2021-09-01T00:00:00,"J09A1703","00000000000003951378"
"R+izUgFZnDXaDvkoATSXrdCVpYAZXUWZyVYYAWG","ubajXafUAWxKHOeOGfTCLBVioUmYPqTZwOZdRUr","01","Turnusablesung",2022-09-01T00:00:00,"J09A1611","00000000000005611332"
"BThbQNUcZWWOmFXXPlOdoQ+snbUFXneOAEaCgdO","hSHkeTzvMZapnhBqTSuUuUzKhKkOSkppqxQMM+X","01","Turnusablesung",2022-09-01T00:00:00,"J09A1611","00000000000005611333"
"ChjSnCPAXkTILyV/SAfWJQbTg+KgWPqEhxWPFQX","XjqzElUrZCVSRQdWHtewmGXXRn/RjWa/EYHmObX","01","Turnusablesung",2022-09-01T00:00:00,"J09A1611","00000000000005611334"
"OWdeXlRECQQxPXTxH/AjQyVoOeYWSYEQjWUvWlQ","RnmuVQQwvWMaFkrzuNESVUwBxDTcTKbqqDSTizK","01","Turnusablesung",2022-09-01T00:00:00,"J09A1611","00000000000005611338"
"'+T/ReBtUrVRmEXVrfjYgIDWPHzjRWSAhIadWXFw","lSYWzJvARTVXKjsnNfTUwvAVrbBkkQTFrOLV+SR","01","Turnusablesung",2022-09-01T00:00:00,"J09A1611","00000000000005611341"
"seInJPvCZkYLAhESW//csZAjqpxQpOQ/dzkVUVd","R+Hn/FFlnIWAuSUSBXyYUqqPeGTFZqSSVhIYViS","01","Turnusablesung",2022-09-01T00:00:00,"J09A1611","00000000000005611343"
"'+URJITQBZZffno+TTZZBVcQDChUYeAAVVZEgdQl","vPgVtWtyYVnXFLGxSiyMDwxaXkVugYKm+dIFcGU","01","Turnusablesung",2022-09-01T00:00:00,"J09A1611","00000000000005611347"
"QgCJSdbPlwAGaQTyZ/xCWbRTWGIwOHZttYwHcxu","SbHfNCZycSHNHxQqKFHQgcuUJhplVueGLOpmryh","01","Turnusablesung",2022-09-01T00:00:00,"J09A1611","00000000000005611357"
"nkW/bRXTXPlME+OOHpZpczIWyEYSZZMXJzRfeMQ","wahKgSdzyBpRb+BVzNfQSVFCLKRXQiaSbxDTS+J","01","Turnusablesung",2022-09-01T00:00:00,"J09A1611","00000000000005611365"
"z/QjZuiguafUNY+NCK+rotJgdZZKQ/HuVCUVFgi","WYQuAjEYfvUkNMcRvcstsRWlxNYyDTcmVYYOSpp","01","Turnusablesung",2022-09-01T00:00:00,"J09A1611","00000000000005611367"
"uWVvSjFPUlRRXUONPmRPQTYXTySbWvxebYNbTeO","KJNbQRQFvfQxHl+aNauDYhdGisvZCrkEAwUokPB","01","Turnusablesung",2022-09-01T00:00:00,"J09A1611","00000000000005611369"
"sLFUdNhTsMMYmUZSUGzuOhrMk/TeGBnPNTQrWNH","D/xEHHnaDgESaOUZVPHDYmWXpRB+rqlYVlaYSJR","01","Turnusablesung",2022-09-01T00:00:00,"J09A1611","00000000000005611375"
"IrAZRwhRq+XTsAPnyUqppmqGUwcRpNh+MYXsZkV","qfaidcLVWJYAoTCOPViZslFLZDmNJYNuI+pIMPC","01","Turnusablesung",2022-09-01T00:00:00,"J09A1611","00000000000005611378"
"WvSWUvYxYTRMKZ/oZkRHFYSWymzQsPvlRMRXaLm","jVZoBvbQZNSYOQWtDRW//wSgSBqAhyeUapGQCTX","01","Turnusablesung",2022-09-01T00:00:00,"J09A1611","00000000000005611380"
"KvecTq/fLejQRURQRbvJVYqiXBXDVwUM+wYlZRk","uflaNUEJPQxIZqfmHBPSRETqxSVzQjQXNNlKQiM","01","Turnusablesung",2022-09-01T00:00:00,"J09A1611","00000000000005611381"
"WNzhigCYdUWtetGalWAaxWSTQYfZiMqkBlWglHf","hGXluWQnNVSS/hXYYPUNVZhPukLkI+QCup+GaWD","01","Turnusablesung",2022-09-01T00:00:00,"J09A1611","00000000000005611382"
"MLfnluvT/YiQQZzWF+roVNQWZTmVSVfsbHmlSjT","emNMknhsvTtCZUoViDaYloVTVcqYYvGlPhkZVtB","01","Turnusablesung",2022-09-01T00:00:00,"J09A1611","00000000000005611384"
"NiMGqCUSvEcQqjLForqjXZrXIRZhGAeSmRSRWVB","MQnFyeZi/RSUvMmowjWaNRKjCRafaTjPVlb+cNH","01","Turnusablesung",2022-09-01T00:00:00,"J09A1611","00000000000005611387"
"HOrLZHUwUdMfbKEUNVZNerLZovoW/lNXTkLT+TU","RRkFptCRGCRusTOwQCjeBQXszU+mXAfXhdurseR","01","Turnusablesung",2022-09-01T00:00:00,"J09A1611","00000000000005611388"
"xEZDGnrTLeYqqqIgyTjgXZZCMtKBjrPHglYgiNy","FTDSTGYnMngqtAjqLAesrkmrQWkluTFFx/ZpGYw","01","Turnusablesung",2022-09-01T00:00:00,"J09A1611","00000000000005611398"
"ZZrzwZTiXslSUXVSsZyZKLPOPRuMIBFMDTDLuWG","Tx/vOpdidakrUskKfVsVnpCXcSXhtOeqJzITySl","01","Turnusablesung",2022-09-01T00:00:00,"J09A1611","00000000000005611401"
"RApgFaOYvYXmTigObXbbAvMrHrzfqNULQlzuTZN","pLTUQRUvAwAopcRKHXquVVcJnDr/n+EWDTKgT/u","01","Turnusablesung",2022-09-01T00:00:00,"J09A1611","00000000000005611403"
"HPVVxmeTMNkYjGATOngYkZrfbV+UTnlTKKJXSbm","TBTRVKoTvpKJWcGvujkSlXmewAVHoARkTQfWzSw","01","Turnusablesung",2022-09-01T00:00:00,"J09A1611","00000000000005611405"
"yMWuMTbPSTKoSpkfZMRQdgSySiARfTXauHUaQYL","QZFlDutQUkFlDsxZXFSnRZZQYxiZUylvZPvZJUU","01","Turnusablesung",2022-09-01T00:00:00,"J09A1611","00000000000005611409"
"hizUZRSyHZBKgsSIHHMcW+uUlVZVCEEGIgvPUOa","zXdpvJgztQDAMWQITknDlNZHMQPEsCQUzlFQZXR","01","Turnusablesung",2022-09-01T00:00:00,"J09A1611","00000000000005611412"
"NG/GaxWrStWmWZXNvqKnS+xRfSkDX/ocZXqTzQr","FErgVUmYWRsmMiJQlHMqpZYTRVvBufkIWxAXWRw","01","Turnusablesung",2022-09-01T00:00:00,"J09A1611","00000000000005611423"
"YGwGjfdHeoTDcUOsdZtQurpXTVZQAlcMnptrPvQ","QQXXthxzbJpQ/YUtItUUUVMPnxWVkkcYSnuTaAz","01","Turnusablesung",2022-09-01T00:00:00,"J09A1611","00000000000005611429"
"deULRMTJXRfTTUJJsCqZSZPRyfhCZSWysSSuSsY","VyqSIRvIrPOcBZCvEizeydzrbDwYpBodVUMCWQM","01","Turnusablesung",2022-09-01T00:00:00,"J09A1611","00000000000005611431"
"BWOINUfxROI/VgTghrHwIT+O+zxlr/wZEDdTJ/T","GZjTPcEWSlfMpehXANWLmqJWYMXv+yeguptMXQT","01","Turnusablesung",2022-09-01T00:00:00,"J09A1611","00000000000005611434"
"pRCAZGiG/sLo/jxIcDSfXTxEnwXQecqXRUQmnZo","VOhdOYXaxkICSRCLC/NNVKLMgqtXVYZLTXKLOae","01","Turnusablesung",2022-09-01T00:00:00,"J09A1611","00000000000005611437"
"BwPDnUECETbWVgh+QhQetSQNRAXWMMDoAMgwTQS","uVNatyLJVUTP+NXmhWePZsQKTGaYlCFRTyELUAm","01","Turnusablesung",2022-09-01T00:00:00,"J09A1611","00000000000005611440"
"xGLmT+FPzUNmbXDQLJfNfMXuFERZfboZaRVZIBR","XRMvLNCAX+NUVhTWpxpeOxJVYRRkgVDmpciCxZz","01","Turnusablesung",2022-09-01T00:00:00,"J09A1611","00000000000005611448"
"iyQKHuYFgUZsOLvyVXuhBORrDmbEOrhUIpBJQLT","cMZAjgrrMKcUVysUxNAvSRfUpYWRjYkSWZAWRoY","01","Turnusablesung",2022-09-01T00:00:00,"J09A1611","00000000000005611450"
"RnYSSCSV+wrhkAIxDdMyiyRTfEkqwMAjUBtaZad","WDIOxkTYNV+W/DTqEYqgHPCuGVWsdYXkjTQXxju","01","Turnusablesung",2022-09-01T00:00:00,"J09A1611","00000000000005611454"
"IXUmkYUsDQCGcAwloduufYMtYbwRanVRTjwTUbU","ibyqSnZvjVKEZAZlOpVTSUUdWFi/wjRLYzrsbTe","01","Turnusablesung",2022-09-01T00:00:00,"J09A1611","00000000000005611459"
"jvHCXkzYavTDzMrJsS+UVaTQgwtElltrtNYUxPA","QKdYMSst+OAngvfdxGnJQfXERrhRVfnHSrZEEoy","01","Turnusablesung",2022-09-01T00:00:00,"J09A1611","00000000000005611469"
"euWmQolNAjJVLYhFAMMuAhNHobcLWVxJuujvYBd","GNTrfgokHWGhNcXssXZTwKFjHtIeBZOqPjUfkYI","01","Turnusablesung",2022-09-01T00:00:00,"J09A1611","00000000000005611483"
"PAreyYVAUKYLBYyNzAqZXSOgSYRqIZOavcZBEDU","XDuTkPEBMxuhHieWZccObVaaOSAQSjxqSkfPut+","01","Turnusablesung",2022-09-01T00:00:00,"J09A1611","00000000000005611506"
"XRVtjyEYuErtcsgIxauBobcWoSIwXaNaARbKRUj","xGiDo+jcRAeZIXXJYauIblZIgHUczrnSCLdWKYi","01","Turnusablesung",2022-09-01T00:00:00,"J09A1611","00000000000005611516"
"TIcSZeueITixRpooVlQcSRsVxZQSVcKVXWHtyZF","oQaxjDmFXcrWSTXmjgqGLTeDqWIIJrsomTSKhUX","01","Turnusablesung",2022-09-01T00:00:00,"J09A1611","00000000000005611521"
"/nXPFdOUaZDATOKFLYRZWYDjyZRXDzJXJDQJxVL","ChkUYgxhSPnVVcaduXZTYiQUfXRQW+DMzTutJHV","01","Turnusablesung",2022-09-01T00:00:00,"J09A1611","00000000000005611528"
"MEQVAaYNpzPPCgJVZ/LMBjtgUfKjDYOYVpeOQsn","VuNvOmWKcwmucL/UorauQQEOaSUawDPLtZTWF+x","01","Turnusablesung",2022-09-01T00:00:00,"J09A1611","00000000000005611540"
"KgghrDnITaPWHIhwBTRZIww/ppzqpZxRveqBUQe","HnEoVYQUOfXsOdxaGXuttSPyrLBNUg+DHnBlRlJ","01","Turnusablesung",2022-09-01T00:00:00,"J09A1611","00000000000005611543"
"GhoplvErzXl+wYazDHpbnQcSJrYRfRiimvSvZhR","VpYZTYZRboYgamRTPZR+XVycCqoIMQkToDSNdTi","01","Turnusablesung",2022-09-01T00:00:00,"J09A1611","00000000000005611549"
"VF+HSiBPRJeGPSxraQ+HoiOU+oCtbToittEXZoW","vBVYtZMcfLWaRRXumTYKOxpMeIrWnqDVYzeyDZQ","01","Turnusablesung",2022-09-01T00:00:00,"J09A1611","00000000000005611552"
"WYhXbiAUdKjgYkRGeRWQdiMUuLueaeQJmHXgfgv","MTtRKhcLAlUgAXtTpyMFTFSUWFxBLurKVyyDxkZ","01","Turnusablesung",2022-09-01T00:00:00,"J09A6104","00000000000005632988"
"NsvQsHQYjNGWdXqYnH+EtkZXWupTLyKoT+jIGVt","DPLXtYwVlXVsGfSWAvtQYahjyWgCGGmafOeutrM","01","Turnusablesung",2022-09-01T00:00:00,"J09A6104","00000000000005632989"
"FuHNB/qXCWLfBFxT+KTIP+RIFCEJixQqseXKXyl","YxY/xDStSSCXHXJkTlWfOIzgBRQmwUpVSIuBjWx","01","Turnusablesung",2022-09-01T00:00:00,"J09A6104","00000000000005632990"
"gJvVtnuaelcoooUwutIjdFMRLzUDNNGLIXSFMKF","iYoBAQEigZ+inRMUVOUhWS/WvKtmhzR/UDVTKoQ","01","Turnusablesung",2022-09-01T00:00:00,"J09A6104","00000000000005632991"
"tniMfuVNmHSVgcydNVYTWZXxR+HahSOwXSZSscM","oRYgTSrHYlLjimUjQVAmcGiirEitimUOccAiTFj","01","Turnusablesung",2022-09-01T00:00:00,"J09A6104","00000000000005632992"
"PTCQjQdk+TiOeXntrKVTvuDkRza+XJdfsQyfRLh","XARfBlKBgBUopROhhTlRTwlyqUPZrAGDPCVsKNU","01","Turnusablesung",2022-09-01T00:00:00,"J09A6104","00000000000005632993"
"TPHXRrsBokWLoVlxdsZBoiQWSslPp/JFQfToWoR","CgKLGuacQoSleiEemtkKxqqEMsVMf/RhOjTqcXp","01","Turnusablesung",2022-09-01T00:00:00,"J09A6104","00000000000005632994"
"'+LsEUuQdpOXQgbfdyMnSZTVtGTHhusVLZyAmMpY","k/nOrSMzvYRORQklzSCFEsIXtRtCMQTVCiIeNx/","01","Turnusablesung",2022-09-01T00:00:00,"J09A6104","00000000000005632995"
"qUKBtFcYOCccJckXKfAyRSnbYzQRZ/nWeRPXWVr","zQYgTjRZXUtobyHLjhgMjJTxtPBCYOPMhWZuFIL","01","Turnusablesung",2022-09-01T00:00:00,"J09A6104","00000000000005632996"
"FSRCPzBzmPSJeoTVATTXEGDyUt/+IULHnlJXAWW","LXrDuXYeUEvpGYvSYLLSUQGkNHZ/tDuVTXYiokp","01","Turnusablesung",2022-09-01T00:00:00,"J09A6104","00000000000005632997"
"Rj/DGzaXLQSvxMeXVYqQxDUTygRAZzQsSnmOGWx","LXrDuXYeUEvpGYvSYLLSUQGkNHZ/tDuVTXYiokp","01","Turnusablesung",2022-09-01T00:00:00,"J09A6104","00000000000005632998"
"PUtdrhZaWXYeIwPjt+JVInEyMxylzZdp+FBpqgW","PVbWSaoihSQpZmfEQHWPnFqvavSgkZvlwIWe/zQ","01","Turnusablesung",2022-09-01T00:00:00,"J09A6104","00000000000005632999"
"VUkdQQSGAjZsHWVqVuvvQebORiRSLxonhJqFxaT","PVbWSaoihSQpZmfEQHWPnFqvavSgkZvlwIWe/zQ","01","Turnusablesung",2022-09-01T00:00:00,"J09A6104","00000000000005633000"
"KJKtUWWZwTpTHB+mhXJinUDMJfUyYabKWQNXqKy","pwhflBrVnmZejiBJXXFNRe/zJRo/wzTcSkOBXJx","01","Turnusablesung",2022-09-01T00:00:00,"J09A6104","00000000000005633001"
"usKCuClMv+/FBYmiPgJCPQEHUUShXTBd/fyFZRb","sX+yKrotqFayLwOqWNvJTZipNXNoYfgnLTjVObp","01","Turnusablesung",2022-09-01T00:00:00,"J09A6104","00000000000005633002"
"WDDlKJVCAlWsgVCNFXjClPTD+VbKmRupWbemGXn","NrfnsKZGxtNEPRYPberSt+U+SfVWUUMUxcHcwXE","01","Turnusablesung",2022-09-01T00:00:00,"J09A6104","00000000000005633003"
"mOmEC+YRQrabaXUq/eLvaXCWYvNZwVHnkXRoTrG","NVDcwdoDSRoXydTSZTlQvjgHpBLaXcXkQC+KgWg","01","Turnusablesung",2022-09-01T00:00:00,"J09A6104","00000000000005633004"
"rwuKqSC/WjwlBRPntREVeFcZpKuthxzWZXjDxnw","qBMARkvxSUQ+LkcWjYFUOTWxuDRasJOTLVWELwQ","01","Turnusablesung",2022-09-01T00:00:00,"J09A6104","00000000000005633005"
"cTWBoIjamadSQHXZZF/SSCWiNcYccFWYTucLMt/","YckJsASO/eVUDYjCb/U/zqrQSTakoZVQYytQ+Xc","01","Turnusablesung",2022-09-01T00:00:00,"J09A6104","00000000000005633006"
"QuErpSXPZ/RJiTLprZhZ+mRUWICwVUnQqwMTHSk","'+D/tPWFHZyU+dEnZPCDbRUWQoMDY+FyVQmMctVM","01","Turnusablesung",2022-09-01T00:00:00,"J09A6104","00000000000005633007"
"IoKUUTuLztAyTikrTtTgJCQ/TTbHVyYxmPEJBo+","exTUfXNtAAgJmr/gSdTzIeURueBRFHNpYNNyrVV","01","Turnusablesung",2022-09-01T00:00:00,"J09A6104","00000000000005633008"
"ZP+uAbNSPojguTbUnLZbWRBTe+CWQfLtISZruxT","lbZXdTqjnNVqFsYZuoxFkTYbdDIRUUVYyQmSzvv","01","Turnusablesung",2022-09-01T00:00:00,"J09A6104","00000000000005633011"
"givjSjpbavydSWNQwIMeGShYjhQsMTHESUcjZsc","RYO+IeCJdWhTCdHSuUPWyQGEXgqTcxBvPFQQ+VS","01","Turnusablesung",2022-09-01T00:00:00,"J09A6104","00000000000005633012"
"WYNOPwVYWqDCRSIHmgOmvNRYZVF+jQKTkHwUA+e","WEzOvqZiBKeYAoGXSdyiTY+RlrMKFYqcZMztwGL","01","Turnusablesung",2022-09-01T00:00:00,"J09A6104","00000000000005633013"
"VjATQXPk+f+SpzRNPcQGwj/G+LkVFlWNlgQf+z/","CWSfjVW+fYFjTJTpQHmSxgaTGZmXZcWsLVdhRpB","01","Turnusablesung",2022-09-01T00:00:00,"J09A6104","00000000000005633014"
"W+VSYj+VvmCbK+eTWpYPR+rhBPIrzMEDRW+xXVL","QqJUigRUajxYQhACrVfY+pBMrUlBlSuTNnlAVSn","01","Turnusablesung",2022-09-01T00:00:00,"J09A6104","00000000000005633015"
"UBOuhzTDjZlYyVSHuNDBrCsYmuvhKwXmmxGwlXQ","wRuThAOkpqaWTNGUuRiX+WlGUjXHXLGSyMiURjF","01","Turnusablesung",2022-09-01T00:00:00,"J09A6104","00000000000005633016"
"FmCVDWZHTu/AjLOGDVnVvIaOdjxVtYCf+CRWmdS","XlRmTWSFKBCBkdzFIgLsSYhuONLqongDKoSWRWB","01","Turnusablesung",2022-09-01T00:00:00,"J09A6104","00000000000005633017"
"EjudUBjicFjBQSgeRESDUYnJXfxgLEOIoErGdYV","QlVdYaZlpknARXRSumIXeErydzH/YnMCYcRLTdi","01","Turnusablesung",2022-09-01T00:00:00,"J09A6104","00000000000005633018"
"cvsCdKTjIejl+WSjVbANRxojtf+AsZiCCWYqUfQ","oizTMDdqHoWFLQRNRpUVXiMJDmZYJVfMQYuVYUG","01","Turnusablesung",2022-09-01T00:00:00,"J09A6104","00000000000005633019"
"CuQGzwkTVChTdNDfTOwXUGZrWywUZssWQiYOxL+","qimTYNTgKYSVxPbUXMAQStYTaJQrYfQSfDlYorU","01","Turnusablesung",2022-09-01T00:00:00,"J09A6104","00000000000005633020"
"cZaTlWEtDyHLWudqmMM/dQmsSQCpCIgZlErZrIW","UrydzUWCAonIPSofUWSBSrewWZTlVcVXqhtzuSX","01","Turnusablesung",2022-09-01T00:00:00,"J09A6104","00000000000005633021"
"WnBXl/TVKcaliSV+MLRyhoRYifiXXZJiUlD/uXi","QoqwQQNtCDXgCUiKSkOmdfNLUuZnlUnnnIUU/cI","01","Turnusablesung",2022-09-01T00:00:00,"J09A6104","00000000000005633022"
"DWLpvbMComPYu+rafGWASNwrfcTHKkdTOszBhVq","khLVQAlfRilXl/mXNWHtTHUVPPoTsWRQOoFUeZZ","01","Turnusablesung",2022-09-01T00:00:00,"J09A6104","00000000000005633023"
"MDqoXQoVRqWQyzLWXLivbphOhXsVwXaFkxTRDRw","UkMXjYUYCRoZQZsWDZDjekYh+fpJXVVTRssRUOZ","01","Turnusablesung",2022-09-01T00:00:00,"J09A6104","00000000000005633024"
"DCzCXZUJWzZIOMXAbhTaRZwWjuet/SnLvpDnTLQ","X+jXnwNc+acxsITBdDdzeTXtjPVEbSWpbCAEuIZ","01","Turnusablesung",2022-09-01T00:00:00,"J09A6104","00000000000005633025"
"YnQZytCLaUQqhvnToqNtCMYGUEYVYtTcBSlcWRS","WyyyrkkDWdRqVbcjBTkQWTauzhZesVEHzDvCCaY","01","Turnusablesung",2022-09-01T00:00:00,"J09A6104","00000000000005633026"
"yrmBUhiXQTU+flanG/fwOzWNIkFRWxYPiJCYZZX","BvBNSZWNggkUvQiopooXVM/NhpOu+OYhT/ocVVB","01","Turnusablesung",2022-09-01T00:00:00,"J09A6104","00000000000005633027"
"PYvbGkB+zRcmsWQKXQpILrXXumpCluPrGRVDbOu","DXYJuSlMjagVLXTxwTD+bgbdsZds/+KI/MZEoED","01","Turnusablesung",2022-09-01T00:00:00,"J09A6104","00000000000005633028"
"UxpNZleUJQlyyqBCRRXrqseBvqZmGhYYhgpXROb","pobetRNpmYbrkGYHSVOngQQyeukCbntDEzxxQFm","01","Turnusablesung",2022-09-01T00:00:00,"J09A6104","00000000000005633029"
